variable_1,variable_2
"Àwọn àbí tí wọ́n fi kámẹ́rà àmúlọ́wọ́, àwọn abala tí ó tọ́ ni lọ́kàn, àpilẹ̀kọ tó gbọkàn kan àti ìkọ̀tàn tí ó fún ìtàn tí a ti mọ ní àwọn àmúyẹ ilẹ̀ Adúláwò ló jẹ́ kí ‘Oloture’ jẹ́ sinimá tó lágbára tí o ò kàn ní rọ́jú wò ṣùgbọ́n tí yóò yà ọ́ lẹ́nu tí o ó sì fẹ́ràn.",positive
"Wọ́n kọ dáradára, ìdarí rẹ̀ dáradára, wíwò rẹ̀ dára, àwọn òṣèrè tó gbámúsé àti ìtàn aládùn.",positive
Èyí ni ìbẹ̀rẹ̀ iṣẹ́ gidi. Ó si le ṣe jùbẹ́ẹ̀ lọ. Sáà kàn nígbàgbọ́.,positive
Iṣé ńlá.,positive
"The Wedding Party jẹ́ eré tí a gbéjáde dáradára, tí a sì darí dáradára. Àtipé, àwọn òṣèré náà wuni lójú, wọ́n sì ní ìgbà tó dára.",positive
"Iṣé ńlá.
Èyí dára, bótilẹ̀jẹ́pé èkan ni mo wòó.",positive
"Eré yìí panilérìn-ín yíò si wá pánilérìn-ín gan kání ìsowo sọ̀rọ̀ ko rinlẹ̀ nígbà tí wọ́n sáré sọ̀rọ̀. Ó dùn mọ́ni, mo sì gbádùn rẹ̀ gidigan.",positive
"Ó rẹwà.
Sinimá yìí pani lẹ́rìn-ín gidi gan-an ni. Àwọn òșèré tó mọ isẹ́, àti pé wọ́n rí I ṣe. Owó ìgbafẹ́ tí ènìyàn fi wò ó kò ráre.",positive
"Ìgbà ọ̀tun ní ilé ișẹ́ fíìmù Nàìjíríà.
Eléyìí yàtọ̀ sí àwọn sinimá gbàrọgbùdù Nọ́líwuùdù. Ó dání lára yá gidi gan-an ni tí o kò sì ní fẹ́ dìde lórí ìjókòó rẹ fún gbogbo ìgbà tí sinimá yìí bá ń lọ lọ́wọ́.",positive
Ìșọwọ́ pani lẹ́rìn-ín gidi lèyí o. Ohun tí ènìyàn lè fi sinmi ni. Gbogbo àwọn akẹgbẹ́ àti ọ̀rẹ́ mi ni n ó sọ fún kí wọ́n lọ ọ wò ó.,positive
"Èyí dùn wò.
Mo gbádùn fíìmù yìí. Mo fẹ́ràn ọ̀nà ìrònú olùkọ̀tàn àti àwọn àwòrán tí ó dára tí wọ́n lò.
Mo mọ rírì pé kì í ṣe fíìmù Nọ́líwuùdù kan lásán.",positive
"Èyí dùn wò.
 
Mo gbádùn fíìmù yìí. Mo fẹ́ràn ọ̀nà ìrònú olùkọ̀tàn àti àwọn àwòrán tí ó dára tí wọ́n lò.
 
Mo mọ rírì pé kì í ṣe fíìmù Nọ́líwuùdù kan lásán.",positive
Eré Nollywood tí ọ̀rọ̀ ìfé ti ó n panilérìn-ín. Eré yìí Dára tó láti Fi Ẹ̀rín síni lẹ́nu lẹ́yìn ọjó tí ó burú.,positive
"Fíìmù Nàìjíríà tí ó dára jù tí mo ti rí ní ìgbà díẹ̀ sẹ́yìn rèé.
Fíìmù gidi tí ó dìídì sọ nípa àṣà Nàìjíríà àti ilé ișẹ́ fíìmù rẹ̀ ni.",positive
"Ó dàbíi fíìmù gidi.
Ó nílò aáyan ògbufọ̀ láti lè jẹ́ kí ohun tí ìtàn yí ń sọ yé’ni yékéyéké ṣùgbọ́n àwọn òșèré yẹn ṣe dáadáa ní. Oríyìn fún ìhà Nàìjíríà tí wọn kò fi hàn rí.",positive
"Ó duǹ-ún wò.
Eré gidi! Mo gbádùn pé wọ́n mú ìdàgbàsókè bá èdè igbo",positive
"Eléyìí ni fíìmù Nàìjíríà tí ó dára jù!
Fíìmù ńlá ni tí ó fi àṣà Nàìjíríà hàn. Mo ní ìfẹ́ rẹ̀.",positive
"Wọ́n ń dàgbà sókè lọ́nà tí ó yára.
Ààyè wá fún àtúnṣe síi, ṣùgbọ́n ẹ KÚ ișẹ́.",positive
"Nígbẹ̀yìngbẹ́yín, a padà rí èyí tí ó dára.
Láti ọwọ́ AYỌ̀ MÁKUN, eléyìí múná d’óko. Ó pá ẹ̀fẹ̀ gidi àti ìfẹ́ ọkàn papọ̀. Àgbọdọ̀wọ̀ ni fún gbogbo ọmọ Nàìjíríà.",positive
Mo ri eleyi gegebi ere ti o dara gan. Mi o ti ka iwe to ere naa dale lori sugbon maa fe lati ka. Mo nireti pe Bandele yio tun gbe ere miiran jade si.,positive
Eré alágbára tí agbọn ìtàn tí a ti gbàgbé . Èyí kìí ṣe fún àwọn tí kò ní àyà.,positive
"Ìfẹ́ lójú ogun
Tọkọ taya méjì bọ́ nínú làásìgbò ogun abẹ́lẹ́ (Biafra). Fíìmù tí ó ṣe é máa wò lórí móhùnmáwòrán ṣùgbọ́n ìtàn rẹ̀ rújú. Wọ́n kò jẹ́ kí ó dàbíi wípé ogun yẹn burú jáì.",positive
"Fíìmù tí a pilẹ̀ ṣe ni Áfíríkà lórí àwọn ará Áfíríkà ni. Ìyàtọ̀ tí ó dára.
Ó tú ni lára láti wo fíìmù tí wọ́n ṣe ní ilẹ̀ Áfíríkà tí ó sì dá lórí àwọn ènìyàn Áfíríkà ti òde òní yàtọ̀ fún ògbójú ọdẹ òyìnbó àti ìgbà ìmúnisìn",positive
Ìtàn idile àti ogun. Mo fi taratara fi ọwọ́ sí eré náà.,positive
Kò burú fún àgbéyẹ̀wò,positive
Ere yi he eyi ti o gba okan mi to o si tun mu rewesi sugbon o tun gba okan mi pada.,positive
Ohun tí mo lè rò báyìí ni bí àwọn àyípadà tó yani lẹ́nu ṣe farahàn nínú ìtàn eré yìí àti bí gbogbo rẹ̀ ṣe parapọ̀ fún wa ní ìgbẹ̀yìn tí ó lé kenkà.,positive
"Kìí se pé ìtàn yí jẹ́ èyí tí ojú kò rírí ṣùgbọ́n ọ̀nà ìṣọwọ́ ronú tí Nàìjíríà ni wọ́n fi kọ ọ́. Ó pani lẹ́rìn-ín, kò múná d’óko tó àti pé ìfọ̀rọ̀wérọ̀ inú rẹ̀ dára jù àwọn èyí tí a tún lè rí rà ní ọjà Nàìjíríà.
Mo gbádùn fíìmù yẹn gan-an ni, máà rí I pé mo sọ fún àwọn tèmi ní Nàìjíríà kí wọ́n wò ó.",positive
Okan lara awon ere Nolliwodu ti o peregede lati bi odun mewa seyin.,positive
"Àwọn ọdún 1980,àwọn tí wọ́n ń lọ oògùn olóró, àwọn obìnrin dúdú tí wọ́n rẹwà… ìgbádùn ọ̀run ni mò ń jẹ yìí o.",positive
Ó dára,positive
"Ó ga jù
Fíìmù ‘Citation’ jẹ́ àlọ̀pọ̀ ișẹ́ ọpọlọ àti àwọn òșèré tí ó ní ẹ̀bùn púpọ̀.",positive
"CITATION ṣe àfihàn ohun tí ó ń ṣẹlẹ̀ sí èyí tí ó pọ̀jú nínú àwọn ọ̀dọ́ wa, pàápàá àwọn akẹ́kọ̀ọ́ àti pàápàá àwọn tí ó jẹ́ obìnrin.",positive
"Máṣe tẹ́tísí èsì òdì yìí
 
 Mo ti wòye àwọn kan kò le mú òótọ́ mú kí wọ́n parọ́ irọ́ ni fíìmù ńlá kìí ṣe òótọ́ oun gbogbo nínú fíìmù ṣùgbọ́n Adéwálé ti sọ béè sùgbọ́n awo Tilbury àtijó jowú lásán.... Mú fíìmù fún oun tí ó jẹ́ kí ó sì yé ayé jẹ́ búburú ní ayé e ‘70 ati ‘80 fún ọ̀pọ̀lọpọ̀ àwọn ènìyàn gbádùn àwọn fíìmù àti kí ó kọ́ fetí sí yìí búburú lódì.",positive
"FÍÌMÙ ŃLÁ: Ó dára jùlọ ní ọdún 2020 yìí.
 
 Àwọn ipa tí àwọn òṣeré náà kó dàbíenipé tòótó ni.  Èrò náà pé àwọn ẹgbẹ́ oníjàgídíjàgan kò ṣàfihàn rẹ̀ ní ìmọ́lẹ̀ tòótọ́ jẹ́ àbùkù, kò sì sí oun tí ó lè sọ bí fíìmù yìí ṣe dára tó.  Ìṣesí wọn nípasè eré ìtàgé jẹ́ dà bí enipé àbùmọ́ wa nibe, tí ò síì dàbíẹnipé wọ́n lọ́ọ pọ̀ láti jẹ́ kí ó bá ìtàn eré nàa lọ, ó sì yéyàn.",positive
O ye awon adulawo to wa ni oke okun daradara. O so nipa iririi mi gege bi adulawo ti ko gbe nile adulawo ti o si n gbiyanju lati wa ibugbe miiran.,positive
"Itan tooto yii! O le kenka
 
Ìtàn ńlá ni ìtàn yìí. Ìtan ìrírí ọ̀pọ̀lọpọ̀ àwọn ọmọ adúláwò tí ó wá ní òkè òkun láti ìgbà ìwáṣẹ̀. Inú mi dùn pé arákùnrin wa sọ ìtan tirè, tí ó sì kọ ọ, darí, tí ò tún kópa nínú síṣe rẹ̀. Isé eré Damson dára púpọ̀.",positive
"Awon eniyan ko ni kekoo ti won ko ba gbiyanju nkan.
 
Eré yìí fi oríṣii ìṣòro hàn, pàápàá jùlọ, èyí tó ṣe pabambàrì èyí tí ó jẹ mọ̣́ ìpòrúru ipò àwọn aláwọ̀ dúdú ní àwùjọ",positive
"Fíìmù nla
 
 Mo ṣiṣ̣ẹ́ lóri fíìmù yìí.  Mi ò kìí sába wo àwọn eré tí mo bá ti ṣiṣẹ́ lórí won-on rí, ṣùgbón èyí yanílẹ́nu. Ade John kúusé.",positive
"Itan naa dara pupo
 
Mo nife eré itage naa, ifokansona ati bi won se gbe awon asa at ise Naijiria jade. O dara, o si lo geerége. Genevieve Nnaji tún dára lónà tó yanilẹ́nu. Àwọn ẹjọ́ ilé ejó náà dábii tòótọ́. Mi ò mo ìdí tí alágbèéyẹ̀wọ̀ tó ṣe ti tẹ́lẹ̀ fi fún-un ní ìwòn méfà. Bóyá ọjọ́ burúkú kan èṣù gbomimu ló jéé fun-un,",positive
"Eré aladidun ti o ni awon isele itan Benin Kingdom ninu.
Ére yìí kọ́nilékọ̀ọ́ púpọ̀, ó sì dùn-ùn ní wíwò. Ó sì yàmílẹ́nu wípé ọdún 2014 ni wọ́n ṣe é. Ìṣe eré náà àti dídarí rẹ̀ dára gaan gidi.
 
Ìgbóríyìn fún àwọn tó kópa nínú síse eré náà.",positive
"O dara fíìmù naa buru, ṣugbọn ìtàn naa jẹ ki n wo titi di ipari, eyiti Emi ko le sọ fun ọpọlọpọ àwọn fíìmù iṣelọpọ nla tuntun.",positive
"Agbọdọ wo
 
 Mo nifẹ fíìmù yii o jẹ ẹrin pupọ & romantic Nìkan o wuyi",positive
"Àgbọ̣dọ̣ rì fún gbogbo ènìyàn
 
 Namaste wahala jẹ̣́ ọ̀gá nínú àwọn eré, ó sì kó orísìí àṣà papọ̀. Ìfọwọ́sowọ́pọ̀ Nollywood àti Bollywood yìí ni gbgogbo oun tí eré ìfẹ́ tó bá dára máa ní. Àwọn òṣèré tí ó jẹ́ ọmọ India fakọyọ, wọ́n sì kọ́ ipa wọn dáradára",positive
"Eré tó dára fún wíwò
 
Eré Nollywood Nàìjíríà ti gun òkè àjà. Ìtàn tó dára.",positive
"Fẹ́ràn rẹ̀!
 
Mo fẹ́ràn eré sinimá nàá, àwọn òṣèré, olùdarí, àti bẹ́ẹ̀bẹ́ẹ̀lọ. Gbogbo ènìyàn lo jé kí ó dára púpọ̀ pẹ̀lú eré ṣíṣé wọn.
Dájúdájú, ẹnikẹ́ni tí ó bá so wípé kò dára ò mọ fíìmù gidi, tàbí kí àṣà àwọn elòmíràn má nítumò síi.",positive
"Mi ò mọ ìdí tí àwọn èèyàn fi ń fún fíìmù yìí ní òṣùwọ̀n tó kéré. Ṣùgbọ́n tí e ó bàá gbàmígbọ́, ó ti pé tí mo ti wo eré tó dára tó báyìí, tí ó sí tún dára ju eré Bollywood lọ.",positive
"Ó múnú ẹni dùn, eré tí ó dára.
 
Mo gbóríyìn fún ẹ̀kọ́ nípa bí ìfé ṣe jé ǹkan gbogboogbò àti bí eré náà ṣe gbé iṣẹ́ olú òsèré náà yọ pèlú ìwà àti ẹwà rẹ ẹ̀.",positive
"Eré Nàìjíríà àkọ́kọ́ mi, eré yìí ju fíìmù ẹ̀yà mìíràn lọ.  Eré náà sọ nípa ìbàjẹ́ tí àwọn obìrin máa ń rí bí ó tilẹ̀ jẹ́ pé kìí ṣe òun ló yẹ kó jẹ́ kókó ìtàn náà. Ẹ̀kọ́ náà jáde dáadáa, o sì yéni yékéyéké. Mo fẹ́ràn eré yìí gan púpò.",positive
"Ẹ ṣeun fún àpẹrẹ́ tí ẹ ṣe nípa bí Ó ti ṣe ń ṣiṣé nínú ayé e wa. Eré yìí ṣí ni lórí, ó rán wa létí bí ó ti máa ń ṣiṣé nípasè ẹ àwọn tí kò jẹ́ pípé tí wọ́n sì ní ìrònúpìwàdà tí wọ́n jẹ́ àwọn tí a pè láti gbọ́rọ̀ síi lẹ́nu. Òun ló ń ṣèyókù. Yóò parí iṣé tí ó ti bèrè. Eré tí ó bu ọlá fún ọlórun, tí ó sì ń fi oore, ògo, àti agbára métalọ́kan hàn. Ẹ ṣé púpọ̀.",positive
"Eré náà jẹ́ eré oní wákàtí méjíì tí mi ò ní pè ní ìgbádùn ṣùgbọ́n ó jẹ́ àkókò ìrónilágbára. Tí mo bá ń ṣiyèméjì, ìgbàgbó mi tún ti lékan si… Eré náà yé mi dáadáa nítoripé ó dájú pé olórun ti fọwọ́ tó mi rí.
 
Mo tún jẹ́ ìpè ọlọ́run léékàn si.",positive
"Ó gbenután
 
Eré yìí wọ akínyẹmí ara mìi lọ. Mo bá eré náà lọ tọkàntọkàn. Lóòtọ́ọ́, ó fi ọlọ́run hàn lónà tó yẹ. Olórun yóò bùkún olùkọ̀tàn náà, àwọn olùgbéjáde, àti gbogbo àwọn tó kópa pátápátá. Àwọn òsèré náà kò gbéyìn, gbogbo ènìyàn ló ṣe iṣé tó dára.",positive
"Fíìmù krììstẹ́nì tí ó dára jùlọ̣ !!!
 
 Mo fẹ́ràn eré yìí! Wọ́n ṣe é dáradára. Eré ṣíṣe náà kọjá àfẹnusọ, ìtàn náà sì dára. Ìgbóríyìn fún àwọn òsèré àti àwọn ẹgbẹ́ tó kópa nínú ṣíṣe eré náà. Dájúdájú àgbọdọ̀ wò ni.
 
Ṣùgbọ́n, wàá nílò ǹkan ìnujú.",positive
"Ó ju fíìmù lọ, ó dára jù, ó jinlẹ̀ púpọ̀
 
 Ọ̣̀kan nínú àwọ̣n fíìmù tí ó dára jùlọ.
 
 Ó jinlẹ̀ púpọ̀ lóríi ayé, ìgbésí ayé, ìbànújẹ́, ìgbàgbọ́, iyèméjì, ìbẹ̀rù, bíborí, kíkùnà àti ìrètí.
 
 Mo sunkún!  Fún ẹnìkan bíi tèmi láti sunkún, ǹkan tó lágbára ni
 
 Ìgbóríyìn fún ẹgbẹ́ tó gbé e jáde, Ẹ ṣe ǹkan ti ìyàlẹ́nu gaan!",positive
"Ìgbéga, ìwúnilórí, fíìmù tó dára.
 
Ọ̣kọ mìi ló yan eré sinimá yìí, mi ò sì fẹ́ wò ó. Ṣùgbọ́n ó mú mi mọ́lè tó jẹ́ wípé mi ò le kúrò nínú yàrá. Ìtàn Ṣadé banínínújé, ṣùgbọ́n gbogbo oun tí ó là kọjá mú ìtùnú bá a tí ó sì yí ayé rẹ̀ padà sí èyí tó nítumọ̀ ní ònà tó dáa. Èmi àti ọkọ mi fẹ́ràn eré yìí",positive
"Ìtàn tó lágbára 
 
Eré yìí ní ọ̀pọ̀lọpọ̀ ẹ̀kọ́ nínú. Zainab Balogun túmò ipa náà dáadáa. Tí o bá ti sọnù, ǹkan tí o nílò ni eré yìí, yóò sì tọ́ ẹ sónà padà sí ìlànà ọlọ́run.",positive
"Mo wo àkọ́kọ́ ìgbéjáde rẹ̀ ní Houston Texas
 
Ó yẹkí fíìmù yìí gba Oscar Award. Ìtàn eré náà dára púpọ̀. Gbogbo àwọn òṣèré rẹ ló fakọyọ.",positive
"Eré Sinimá tó dára jù lọ
 
Things Fall Apart jẹ́ eré tó dára jù. Kódà, ó dáa ju The Force Awakens lọ. Ó yẹ kí ó ti gba Oscar márùn-ún, ó kéré tán. Òkónkwo jẹ́ okùnrin tí ó wuni jù tí mo ti ríí, béè sì nìyí, gbogbo àwọn tí mo ti pàdé tí wón ti ríi rí nífèé rè.",positive
"Àgbọ̣dọ̀ wò
 
Eré tó dára. Seye ní àwọn iwa tí ó jẹ́ pẹ́ gbogbo obìnrin ni yóò fẹ́ ẹ…Tí ó bà sí fé wo ǹkan pẹ̀lú ti obìnrin, màá gbà ọ́ níyànjú kí o wo èleyí.  Eré tó bójúmu fún èèyàn láti wò pẹ̀lú ẹbí ni.",positive
Iṣé àtinúdá tí ó gba ìgbóríyìn tó kéré jù nínú ìtàn ẹ̀dá,positive
Fíìmù tí ó dára jù nínú gbogbo èyí tí mo ti wò. Ọgbeni yii ye fun Oscar.,positive
"Ise didara tí kò gba ìgbóríyìn tóó
 
Bóyá ọ̀kan nínú àwọn fíìmù tí ó dára jùlọ tí mo ti wò. Ó sì jẹ́ ọ̀kan lára àwọn tí ó dára jù bíi The Godfather. Imo dájúdájú jẹ́ eré tí wón ń wòò jùu lọ",positive
"Ojúlówó, ìdánilárayá àti ìmọ̀lára dídára.  Mo le fi gbogbo ọjọ́ wò ó. Ó wù mí kí wọ́n gbé e jáde síi ju ẹ̀kan lọ́sè lọ. Yàtọ̀ sí èyíinì, ó kàn sáa dára púpò ni. Òpò nínú àwọn eré olótìtọ́ọ́ jẹ́ èyí tí wọ́n máa ń kó kí wọ́n tó ṣe é, ṣùgbọ́n, èyí kọ́.",positive
"Ó ga jù
 
 Ìtàn náà dún-ùn yàtọ̀, àwọn òṣèré ṣe bẹbẹ, èyin kò sì le sọ oun tó máa ṣẹlẹ̀ bí mo ti rò tẹ́lẹ̀.. Àwòrán náà gbámúṣé Nollywood ti yàtọ̀ sí ti tẹ́lẹ̀.",positive
"Ìtàn kò le dára jù báyìí lọ!
 
Ó dàbíi tòọ́tọ́ púpọ̀. Ó fi ìtàn àti ìgbésí ayé àwọn òdókùnrin Nàìjíríà tí ó ń gbé ní Èkó.",positive
Eré tó dára… Àgbọdọ̀ wò… Ń dúró dé e ìpín kẹẹ̀ta.,positive
"Mo fẹ́ràn fíìmù yìí
 
eré yìi ́jé eré tó dára púpọ̀ ó sì wù mí tí ó bá tẹ̀síwájú. Ẹ jọ̀wọ́, ìgbà wo ni ìpín kẹẹ̀ta àti ẹ̀kẹẹ̀rin yóò jáde?",positive
"Àgbọdọ̀ wò
 
Ìwé ìtàn tí ó jọjú, apanilérìn-ín, ó sì ní ẹ̀dùn ara – ó fi ìwọ̀ntunwọ̀nsì hàn nínú ìtìraka Buddy àti àwọn isé dídára a Nollywood",positive
"Fíìmù nla
 
Fíìmù náà máa mú kí o ní ẹ̀dùn ara púpọ̀ tí o sì jẹ́ àmì fún eré àgbéléwò tó dára. Ó mú mi rérìn-ín, sunkún, ó sì fi ọkàn mi sónà lóríi oun tí yóò ṣẹlẹ̀. Gbígbéjáde eré náà dára púpọ̀, àwọn òṣèré náa sì se iṣé takuntakun nípa kíkó ipa a wọn. Mo gbádùn gbogbo àkókò tí mo fìi wò ó.",positive
"Fíìmù tó wuyì
 
Mo gbádun ìgbà tí mo fi wò ó Fíìmù naa, àwọn òsèré àti ẹgbẹ́ tó kù. Fíìmù yìí gbayì. Ìtàn tó dára. Ìgbóríyìn fún àwọn òṣèré, àwọn olùdarí àti olùgbéjáde. Ó yẹ ní wíwò",positive
"Bóyá fíìmù tí ó dára jùlọ tó jé tii Áfíríkà ní ìgbà pípẹ́!
 
Baby Police lalẹ̀ bíi òṣùmàrè ní ìgbà tirẹ̀. Mo le fọwọ́ sòyà wípé fíìmù yìí yẹ ní wíwò fún àwon tí ọ̀kan wọn réwèsì tí ǹkan àsa síì má a ń wù wọ́n",positive
"Iṣé ńlá lọ sínú rírò rẹ ẹ̀, ó tún wá kún fún iṣé takuntakun. Eyimofe fún wa ní ìrírí tó dáju nípa bí ìgbésí ayé àwọn ará Èkó ti rí",positive
"Eré tó tayọ̣ 
 
 ìtàn náà ṣ̣e àfihàn àwọn ohun tó jé òtító nípa àwọn ọmọ Nàìjíríà.  Ẹ̀kọ́ tí ó yẹ fún àwọn ìgbìyànjú tí wọ́n ṣe e. Àwọn òṣèré fakọyọ! Wà á sì fẹ́ràn-an ìparí rè.",positive
"Ó lágbára, ìjìnlẹ̀ fíìmù nípa ẹ̀dá
Èyí jẹ́ eré tí ó dára tí ó sì ń múni ronú tí mo máa gbàníyànjú kí gbogbo ènìyàn wó ò.",positive
Mo fẹ́ràn-an rẹ̀ - Mo ní ọmọ kan…,positive
Eré ojoojúmó aláwòdúdú tó dára. Ẹ kúusẹ́,positive
"Ó yẹ ní wíwò!
 
Tí o bá jẹ́ omo Nàìjíríà, yóò ti yé ọ wípé eré yìí kìí ṣe àsé. Ìtàn náà dára gáan. Ìtàn náà bẹ̀rẹ̀ bíi awon eré ìfẹ́ àti àwàdà Nàìjíríà tí á maá n rí, ṣùgbón ó padà wá dá lórí i fífojúsónà tí ó dún-ùn wó tó jẹ́ wípé n kò le gbójúkúrò lára ẹ̀rọ amóhùnmáwòrán láti ìbẹ̀rẹ̀ dé òpin! Àwọn òsèré náà kúusé, iṣé ńlá ni lóòtóó.",positive
"Ó dùn 
 eré yìí dùn láti ìbẹ̀rẹ̀ dé òpin. eré ṣíse náà dára gáan.",positive
"Fíìmù nla!  Àgbọ̣dọ̀ wò
 
 Fíìmù yii ye ni wiwo.  O se afihan igbesi aye àwọn ọlọrọ ilu Eko pọ si, 1% ti 1%.",positive
"O nilo lati wo eyi!!!!!
 
 Agbọdọ wo !!!  Mo feran ipa ti awon osere ko, itan naa, koda gbogbo re lapapo",positive
Eré àgbéléwò dára!,positive
"Kíko náà dára púpọ̀!
 
Òtítọ̀ bí o ṣe yẹ! Èyí kóni lọ́pọ̀lọ́pọ̀ ẹ̀kọ́, o sì sàfihàn òwò ìtànìyàn! Àtiwípé Sharon Ooja jẹ́ òṣèré tó tún yàtọ̀",positive
Ipín márùn-ún ni mo ti wò.... Mo fẹ́ràn rẹ̀,positive
"Igbese tó lakaaki láti ṣe ipepada ìṣe àti ìtàn wá.
 
Sinima àgbéléwò yìí safihan kirakita àwọn ènìyàn tí a máa ń yìn nù. Ó rọrùn láti gbé sí orí ìwọ̀n àmọ́, nígbà tí irú ìtàn yìí bá jẹyọ ojú ọ̀tọ̀ọ̀tọ̀ ni a fi máa wo oníkálukú. Looto, ní ìgbẹ̀yìn, aisedeede fi o hàn gẹ́gẹ́ bí alaimokan, yóò si gbé ọ gesin aáyán lórí ohun tí ó ṣẹ̀ṣẹ̀ ṣojú rẹ",positive
Ìtàn gidi lórí ifeniyan ṣòwò. Bí ó ṣe rí gan-an ni a ṣe sọ ọ. A dúpẹ́. Kí nìdí tí sinima àgbéléwò yìí ṣe gba ipò karùn-ún lórí osunwon? Mẹ́wàá lórí mẹ́wàá ló jẹ́. Èyí dára púpọ̀. Regi ni Oluture sáà ṣe. Ó lágbára! Ó níyì.,positive
"Ojú òtítọ́ àti ìfọkànsìn sí ifeniyan ṣòwò 
 
Èyí ni sinima àgbéléwò eleeketa tí mo ṣe tí mo sì páyà ni aajo Nollywood. Òtítọ́ ni, ó nini lára, kò sí ìsinmi. Àwọn ènìyàn kan ń sọ̀rọ̀ sí ifopinba imo ṣíṣe sinima àgbéléwò àti bẹẹ bẹẹ lọ. Kí ni ohun tí o báà ṣẹlẹ̀ tẹ́lẹ̀? Àwọn àkòrí ibayemu wọ̀nyí kìí parí síbi tó dùn, wọn kò sì ń ní ọ̀rọ̀ ẹ̀dá ìtàn gidi. Bí ó bá fẹ́ rí ohun tí ó rọrùn tí ó sì ní ifayabale, ó yẹ kí o wáa sí ibòmíràn.",positive
"Òpò ìtàn tó wúlò lórí ifeniyan ṣòwò
 
Ogbontarigi sinima àgbéléwò to pèsè àfihàn tó loorin lórí ifeniyan ṣòwò ni ni orílẹ̀ èdè Nigeria ni Oloture. Ìwòye àwòrán rẹ gbé ẹ sí ipò obìnrin tí ó sagbako wàhálà ifeniyan ṣòwò",positive
"Làákàyè!
 
Oloture jẹ imo ẹ̀dá ènìyàn àti àwùjọ tí kò labawon…. Igbejade àti ìṣeré tó tayọ tí gbogbo àwọn onsere Sharon Ooja pata ni wọn múnú ẹni dùn. Kò ṣeé má wò ní Oloture.",positive
"Ọmọ Nigeria ìgbàlódé aláìlẹ́gbẹ́
 
Aájò oni sinima àgbéléwò ti Nollywood ni tòótọ́ ìwà òṣèlú, ẹṣin àti ẹ̀yà nigbonni yìí, fún àwọn tó bá fẹ́ fikún òye wọn nípa ìdí tí a fi ni àwọn òkè ńláńlá lagbaye. Nípa báyìí, àwọn ìletò kereje ni orílẹ̀ èdè Nàìjíríà tí farahàn lónìí.
 
Ẹ̀mí ọkàn fara hàn nínú ojutaye nítorí orisirisi ìrírí, ìpín kan lára nǹkan wọ̀nyí ni sinima àgbéléwò yìí gbé síta.",positive
"Pípé
 
Kòṣemawo ni sinima àgbéléwò yìí!. N ò tiẹ̀ lè sọ púpọ̀. Ọ̀rọ̀ tán lẹ́nu.",positive
"Kòṣemawo ni fún àwọn ọdọ Nàìjíríà àti àwọn olólùfẹ́ sinima gidi
Maa fojú sọ́nà fún ọ̀pọ̀lọpọ̀ isẹ mìíràn láti owó Kunle Afolayan. Ẹ kú iṣẹ́.",positive
Ọranyan àti imunilara! Àwọn àwọ̀ tó rẹwà àti imura tó lágbára. Igun àwòrán pé o sí abala kọ̀ọ̀kan títí di ìparí. Ó kuomoose fún yíyà àkọ́kọ́!,positive
"ọkàn lára sinima àgbéléwò Nollywood tí ó dára jù.
 
Mo gbádùn sinima àgbéléwò náà púpọ̀, mo ti wá mọ ìdí tí a fi tọ́ka sí gẹ́gẹ́ bí sinima àgbéléwò Nollywood tó lamilaaka jùlọ.",positive
"Ìpàdé sinima àgbéléwò nínú ìtàn gbígbé sinima jáde lórílẹ̀ èdè Nàìjíríà.
 
Living in Bondage’, sinima tó sàmì ìbẹ̀rẹ̀ aajo ṣíṣe sinima ti Nollywood. Ó jẹ́ ìtàn nípa ìfẹ́, ẹtan, ìnira, àti ìràpadà. Mo jáde nínú eré ìtàgé náà gẹ́gẹ́ bí onigbagbọ tó gbọn-gbọ́n. Ìgbàgbọ́ nínú Nàìjíríà sì ni ohun tí mo ní báyìí.",positive
"Sinima tó dára tòótọ́.
 
Èyí gan-an ni sinima àgbéléwò aajo Nollywood tí ó dára jù tí mo ti wo. Ju gbogbo ẹ lọ, eka ijoba kan tó tayọ nǹkan Nollywood tẹ́lẹ̀. Àwọn onsere àti ààtò inú rẹ̀ rí idagbasoke àti òtítọ́. Noah àti Dominic ṣe dáadáa nínú ìṣeré wọn.",positive
"Mo ní ìfé ẹ pátápátá
Àti wo àwọn fíìmù noliwudu ke sábà yá sí mi lára ṣùgbọ́n eléyi je ọ̀kán pàtó tí èèyàn kò lé má wò àgàgà tí o bá féràn ìfẹ́. A to ìtàn náà dáradára, àwọn òṣèré náà ṣe dára dára. Eré eléyìí jẹ èyí tó ma wò ni ọ̀pọ̀lọpọ̀ ìgbà. Mo  Orí yìn fún gbogbo àwọn tó kópa nínú eré yìí. Ó mo ri mi wu.",positive
"Eré náà jé èyí ti o ìtàn tó dá lé lórí dára púpò, ìgbésí ayé àwọn tó ń ṣe eré na lo pẹ̀lú àwọn ìdojúkọ tí àwọn olùwò na ń dojú kọ lójú ayé.
 
Bí ati ṣe eré náà dára, àti pé irúfé agbègbè tí a lò na dára.",positive
"Oòkan lara àwọn eré noliwudu tó dára jù lọ
 
Kò dà bi àwọn eré noliwudu tí mo wò, tí kò lójú tù, tí ò sì parí sí ibi tó dára, “93 days” lójú tù, ó sì parí daada.",positive
