instruction_en,instruction_yo,input_en,input_yo,output_en,output_yo,category,source
"Compose a poem about the changing seasons, reflecting on the cycle of life and death.","Kọ orin kan nipa awọn akoko iyipada, ti n ṣe afihan lori iyipo ti igbesi aye ati iku.",Refer to the seasons as characters.,Tọkasi awọn akoko bi ohun kikọ.,"In the dance of the seasons, Spring arrives, a youthful sprite, Breathing life into the dormant, A revival in bright green light. Summer follows, bold and fiery, A matron in her prime, Her warmth fosters growth and joy, In the fullest bloom of time. Then Autumn, the wise elder, Paints the world in hues of gold, Preparing all for Winter's rest, In tales of endings told. Winter, the solemn reaper, Cloaks the earth in silent white, A time for rest, a time to dream, Until Spring returns in sight. Each season, a character in the cycle of life, Reflecting the beauty of birth and the peace of night.","Ninu ijó ti awọn akoko, Orisun omi de, sprite ti ọdọ, Mimi aye sinu dormant, A isoji ni imọlẹ alawọ ewe imọlẹ. Ooru tẹle, igboya ati amubina, A matron ni akoko akọkọ rẹ, gbigbona rẹ n ṣe idagbasoke idagbasoke ati ayọ, Ni akoko itanna kikun. Nigbana ni Igba Irẹdanu Ewe, Alàgbà ọlọgbọn, Kun aye ni awọn awọ wura, Ngbaradi gbogbo fun isinmi Igba otutu, Ni awọn itan ti ipari ti a sọ. Igba otutu, olukore mimọ, Aṣọ aiye ni funfun idakẹjẹ, Akoko isinmi, akoko ala, Titi orisun omi yoo fi pada ni oju. Ni akoko kọọkan, iwa kan ninu iyipo ti igbesi aye, Ti n ṣe afihan ẹwa ti ibimọ ati alaafia ti alẹ.",generation,self-instruct
Write an informative article about the advancements in space exploration technology and how they enable deeper space missions.,Kọ nkan ti alaye nipa awọn ilọsiwaju ninu imọ-ẹrọ iṣawari aaye ati bii wọn ṣe mu awọn iṣẹ apinfunni aaye jinle ṣiṣẹ.,Focus on propulsion systems and spacecraft design.,Idojukọ lori awọn ọna ṣiṣe itusilẹ ati apẹrẹ ọkọ ofurufu.,"Advancements in space exploration technology have revolutionized our ability to venture deeper into the cosmos. At the forefront of these innovations are cutting-edge propulsion systems and spacecraft designs. Traditional chemical rockets have limitations in speed and efficiency, but the emergence of ion propulsion presents a game-changer. Ion engines, though providing lesser thrust, can operate for years, significantly extending mission durations and enabling spacecraft to reach distant targets like never before. Coupled with this, spacecraft design has evolved dramatically. The integration of lightweight materials and autonomous systems has reduced the need for direct human intervention, increasing mission resilience and flexibility. Together, these advancements open up possibilities for exploring not just our solar system but also the potential for interstellar travel. Scientists and engineers continue to push the boundaries, driven by the timeless quest to explore the unknown.","Awọn ilọsiwaju ninu imọ-ẹrọ iwakiri aaye ti ṣe iyipada agbara wa lati mu riibe jinle sinu awọn agba aye. Ni iwaju ti awọn imotuntun wọnyi jẹ awọn ọna ṣiṣe itunnu gige-eti ati awọn apẹrẹ oju-ọrun. Awọn rokẹti kemikali ti aṣa ni awọn aropin ni iyara ati ṣiṣe, ṣugbọn ifarahan ti ion propulsion ṣe afihan oluyipada ere kan. Awọn ẹrọ ion, botilẹjẹpe o n pese ipa ti o kere si, le ṣiṣẹ fun awọn ọdun, ni pataki fa awọn akoko iṣẹ apinfunni pọ si ati ṣiṣe awọn ọkọ ofurufu laaye lati de awọn ibi-afẹde jijinna bi ko tii ṣaaju tẹlẹ. Ni idapọ pẹlu eyi, apẹrẹ ọkọ ofurufu ti wa ni iyalẹnu. Ijọpọ awọn ohun elo iwuwo fẹẹrẹ ati awọn eto adase ti dinku iwulo fun ilowosi eniyan taara, jijẹ resilience ati irọrun. Ni apapọ, awọn ilọsiwaju wọnyi ṣii awọn aye lati ṣawari kii ṣe eto oorun wa nikan ṣugbọn agbara fun irin-ajo interstellar. Awọn onimo ijinlẹ sayensi ati awọn onimọ-ẹrọ tẹsiwaju lati Titari awọn aala, ṣiṣe nipasẹ wiwa ailakoko lati ṣawari aimọ.",generation,self-instruct
Compose a captivating short story that revolves around the discovery of a mysterious artifact in an ancient temple. Include elements of adventure and surprise.,Ṣajọ itan kukuru ti o ni iyanilẹnu ti o yika wiwa ti ohun-ọṣọ aramada ni tẹmpili atijọ kan. Fi awọn eroja ti ìrìn ati iyalenu.,,,"In the depths of the Amazon jungle, Dr. Elena Ramirez and her team unearthed an artifact, the Heart of the Jaguar, said to possess unparalleled powers. Their journey, filled with unexpected twists and treacherous betrayals, was more than a quest for treasure; it was a voyage of self-discovery and the realization that some mysteries are best left unsolved.","Ninu ogbun ti igbo Amazon, Dokita Elena Ramirez ati ẹgbẹ rẹ ṣe awari ohun-ọṣọ kan, Heart of the Jaguar, sọ pe o ni awọn agbara alailẹgbẹ. Irin-ajo wọn, ti o kun fun awọn iṣipopada airotẹlẹ ati awọn arekereke, jẹ diẹ sii ju wiwa iṣura lọ; o jẹ irin-ajo ti iṣawari ti ara ẹni ati riri pe diẹ ninu awọn ohun ijinlẹ ti wa ni ti o dara julọ ti a fi silẹ lai yanju.",generation,self-instruct
Create an email that needs to be sent to all employees in a company announcing a surprise day off due to exceptional quarterly results.,Ṣẹda imeeli ti o nilo lati firanṣẹ si gbogbo awọn oṣiṣẹ ni ile-iṣẹ ti n kede ọjọ isinmi iyalẹnu nitori awọn abajade idamẹrin alailẹgbẹ.,,,"Subject: Surprise Day Off!

Dear Team,

Thanks to our incredible performance this quarter, we're excited to announce a surprise day off this Friday! This is a token of our appreciation for your hard work and dedication. Enjoy the long weekend, and let's keep up the great work!

Best,
[Your Company's Name] Management","Koko-ọrọ: Ọjọ Iyalẹnu Pa!

Eyin Egbe,

Ṣeun si iṣẹ ṣiṣe iyalẹnu wa ni mẹẹdogun yii, a ni inudidun lati kede ọjọ iyalẹnu kan ni isinmi ọjọ Jimọ yii! Èyí jẹ́ àmì ìmoore wa fún iṣẹ́ àṣekára àti ìyàsímímọ́ rẹ. Gbadun awọn gun ìparí, ki o si jẹ ki ká pa soke awọn nla iṣẹ!

Dara julọ,
[Orukọ Ile-iṣẹ Rẹ] Isakoso",generation,self-instruct
"Generate a weather report for the upcoming week in London, considering historical weather patterns and forecast models.","Ṣe agbekalẹ ijabọ oju-ọjọ kan fun ọsẹ ti n bọ ni Ilu Lọndọnu, ni imọran awọn ilana oju-ọjọ itan ati awọn awoṣe asọtẹlẹ.",,,"This week in London, expect a mix of sunshine and showers. The week begins with clear skies and a high of 15°C but anticipate rain showers by midweek, dropping temperatures to around 10°C. While unpredictable, London's weather will require an umbrella at hand. The weekend promises clearer skies, making it perfect for outdoor activities.","Ni ọsẹ yii ni Ilu Lọndọnu, nireti idapọ ti oorun ati ojo. Ọsẹ naa bẹrẹ pẹlu awọn ọrun ti o han ati giga ti 15°C ṣugbọn nireti ojo ojo ni aarin ọsẹ, sisọ awọn iwọn otutu si ayika 10°C. Lakoko ti a ko le sọ tẹlẹ, oju ojo London yoo nilo agboorun kan ni ọwọ. Awọn ipari ose ṣe ileri awọn ọrun ti o han gbangba, ṣiṣe ni pipe fun awọn iṣẹ ita gbangba.",generation,self-instruct
"Draft a character biography for a main character in a fantasy novel. The biography should include the character's background, abilities, goals, and key relationships.","Akọsilẹ biography ti ohun kikọ silẹ fun kikọ akọkọ ninu aramada irokuro kan. Igbesiaye igbesi aye yẹ ki o pẹlu ipilẹ ohun kikọ, awọn agbara, awọn ibi-afẹde, ati awọn ibatan pataki.",,,"Eliana, the Swordmistress of Lorian, is known across the realms for her unparalleled swordsmanship and the mysterious ability to control the winds. Born to a humble village guard and a wandering mage, Eliana's life changed when she discovered her true lineage as the last Windwalker. Her quest: to overthrow the tyrant king and restore peace. Along her journey, she forms a bond with a rogue thief and a wise oracle, navigating the complexities of trust, power, and destiny.","Eliana, Swordmistress ti Lorian, ni a mọ ni gbogbo awọn agbegbe fun iyanju idà rẹ ti ko ni afiwe ati agbara aramada lati ṣakoso awọn afẹfẹ. Ti a bi si oluso abule onirẹlẹ ati mage ti n rin kiri, igbesi aye Eliana yipada nigbati o ṣe awari idile ododo rẹ bi Windwalker ti o kẹhin. Ibeere rẹ: lati bì ọba apanilẹrin ṣubu ati ki o mu alaafia pada. Ni irin-ajo rẹ, o ṣe ifọkanbalẹ kan pẹlu ole rogbodiyan ati ọrọ-ọrọ ọlọgbọn kan, lilọ kiri awọn idiju ti igbẹkẹle, agbara, ati ayanmọ.",generation,self-instruct
"Write a comprehensive guide on how to maintain a healthy lifestyle, including diet, exercise, and mental health.","Kọ itọsọna okeerẹ lori bii o ṣe le ṣetọju igbesi aye ilera, pẹlu ounjẹ, adaṣe, ati ilera ọpọlọ.",,,"Maintaining a healthy lifestyle involves a balanced diet, regular physical activity, and mental wellness. Begin by incorporating a variety of fruits, vegetables, and lean proteins into your meals. Aim for at least 30 minutes of moderate exercise daily, which can include walking, swimming, or yoga. Additionally, practicing mindfulness through meditation or journaling can help manage stress and enhance mental health. Remember, consistency is key to a healthier, happier you.","Mimu igbesi aye ilera jẹ pẹlu ounjẹ iwontunwonsi, ṣiṣe ṣiṣe ti ara deede, ati ilera ọpọlọ. Bẹrẹ nipa fifi ọpọlọpọ awọn eso, ẹfọ, ati awọn ọlọjẹ ti o tẹ sinu awọn ounjẹ rẹ pọ. Ṣe ifọkansi fun o kere ju ọgbọn iṣẹju ti adaṣe iwọntunwọnsi lojoojumọ, eyiti o le pẹlu ririn, odo, tabi yoga. Ni afikun, ṣiṣe adaṣe iṣaro nipasẹ iṣaro tabi iwe akọọlẹ le ṣe iranlọwọ ṣakoso aapọn ati mu ilera ọpọlọ pọ si. Ranti, aitasera jẹ bọtini si alara lile, idunnu diẹ sii.",generation,self-instruct
"Create a compelling short story based on the following plot summary: A young artist in Paris struggles to find inspiration, until a mysterious and eccentric mentor appears, offering guidance but also involving the artist in a series of unexplainable events.","Ṣẹda itan kukuru ti o ni agbara ti o da lori akopọ Idite atẹle: Ọmọde olorin kan ni Ilu Paris n tiraka lati wa awokose, titi ti aramada ati oludamoran eccentric kan yoo han, ti o funni ni itọsọna ṣugbọn tun kan olorin ni lẹsẹsẹ awọn iṣẹlẹ ti ko ṣe alaye.","In the heart of Paris, a young artist named Julien spends his days in a cluttered studio, surrounded by unfinished canvases. A chance encounter with an enigmatic stranger named Lucien ignites Julien's creativity, but also drags him into a world of surreal adventures.","Ni aarin ilu Paris, ọdọmọkunrin olorin kan ti a npè ni Julien lo awọn ọjọ rẹ ni ile-iṣere kan ti o ni idamu, ti o yika nipasẹ awọn kanfasi ti ko pari. Ibapade aye pẹlu alejò enigmatic kan ti a npè ni Lucien ignites ẹda Julien, ṣugbọn tun fa u sinu agbaye ti awọn irin-ajo ifarabalẹ.","The story unfolds in the bustling streets of Paris, where Julien, a struggling artist, meets Lucien, a mentor with a shadowy past. Under Lucien's guidance, Julien's artistic vision evolves, but the mentor's mysterious motives lead Julien on a journey through Paris's hidden supernatural side. As Julien navigates this new world, he discovers a deep connection to his art, culminating in a grand exhibition that wows the Parisian art scene but leaves him questioning the true nature of inspiration.","Itan naa ṣafihan ni awọn opopona ti o kunju ti Ilu Paris, nibiti Julien, oṣere ti o tiraka, pade Lucien, olutọran kan ti o ti kọja ojiji ojiji. Labẹ itọsọna Lucien, iran iṣẹ ọna Julien wa, ṣugbọn awọn idi aramada ti olutojueni dari Julien ni irin-ajo nipasẹ ẹgbẹ ikọja ti Paris ti o farapamọ. Bi Julien ṣe n lọ kiri ni agbaye tuntun yii, o ṣe awari asopọ ti o jinlẹ si aworan rẹ, ti o pari ni ifihan nla kan ti o wuyi aaye aworan ti Ilu Paris ṣugbọn o jẹ ki o ṣiyemeji iru imisi otitọ.",generation,self-instruct
"Elaborate on the key components that make a successful marketing campaign, focusing on innovative digital strategies. Include examples of recent campaigns that have demonstrated these elements effectively.","Ṣe alaye lori awọn paati bọtini ti o ṣe ipolongo titaja aṣeyọri, ni idojukọ lori awọn ọgbọn oni-nọmba tuntun. Fi awọn apẹẹrẹ ti awọn ipolongo aipẹ ti o ti ṣe afihan awọn eroja wọnyi ni imunadoko.",,,"A successful marketing campaign should integrate a mix of creativity, data analytics, and strategic planning. Specifically, focusing on innovation in digital strategies can greatly enhance the campaign's reach and impact. For example, Nike's 'Just Do It' campaign leveraged social media influencers and user-generated content to create a powerful narrative around personal achievement and sportsmanship. This approach, coupled with targeted advertisement placements and the use of cutting-edge digital tools for analytics, exemplifies how innovative digital strategies can drive engagement and brand loyalty.","Ipolowo titaja aṣeyọri yẹ ki o ṣepọpọpọpọ ẹda, awọn atupale data, ati igbero ilana. Ni pataki, idojukọ lori isọdọtun ni awọn ilana oni-nọmba le mu ilọsiwaju ati ipa ti ipolongo naa pọ si. Fun apẹẹrẹ, ipolongo Nike's 'Just Do It' ṣe idawọle awọn oludasiṣẹ awujọ awujọ ati akoonu ti olumulo ṣe lati ṣẹda itan-akọọlẹ ti o lagbara ni ayika aṣeyọri ti ara ẹni ati ere idaraya. Ọna yii, pẹlu awọn ibi ipolowo ifọkansi ati lilo awọn irinṣẹ oni-nọmba gige-eti fun awọn atupale, ṣe apẹẹrẹ bii awọn ọgbọn oni-nọmba tuntun ṣe le ṣe ifilọlẹ adehun igbeyawo ati iṣootọ ami iyasọtọ.",generation,self-instruct
Read the short passage provided and choose the correct answer from the four multiple-choice answers based on the content of the passage. This will assess your understanding and interpretation of the text.,Ka aye kukuru ti a pese ki o yan idahun ti o pe lati awọn idahun yiyan-ọpọlọpọ mẹrin ti o da lori akoonu ti aye naa. Eyi yoo ṣe ayẹwo oye rẹ ati itumọ ọrọ naa.,"Passage: Ninu awọn ipo atẹle wọnyi, nibo ni Dunlap broadside de kẹhin?

A) New York
B) Ile itẹwe itaja Dunlap
C) Lọndọnu
D) Gbọngan Ominira Question: Lẹ́yìn tí wọ́n bá yálò ní ọjọ́ Agemo 4 wọn fi atọ́kùnwò rẹ̀ ti Àrẹ Kongresi Johanu Hankoki àti akọ̀we Ṣalsi Tomsini fọwọ́sí ránṣẹ́ sí ilé ìtẹ̀jáde Johanu Dunlapi tí ò jìnà. Bíi ẹ̀dà̀ àádọ́jọ sí igba ni wọ́n se mọ́jú tí a ńpè ní “Dunlap broadsides”. John Niksoni lo ka iwe naa nigba akoko ti won maa ka ni gbanga ni ogba Hoolu Ominira ni Agemo 8. Wọ́n fi ìkan ránṣẹ́ sí George Washington ní ọjọ́ lẹfà oṣù kẹje, tó kàá fún àwọn ikọ̀ rẹ ní New York ní ọja kẹssàn oṣù kẹje. Ẹ̀dà kan dé London ní ọja kẹwàá oṣù kẹjọ. Ìwọ̀n mẹ́ẹ̀dógbọ̀n ìwé fẹ̀rẹ̀gẹ̀dẹ̀ ti Dunlap èyí tí a mọ̀ wípé ó jẹ́ ẹ̀dà àkọọ́lẹ̀ tó dàgbà jù tó sì wà. Àpilẹkọ̀ ẹ̀dà náà gan-an kò sí mọ́. Options: C) Lọndọnu","Passage: Ninu awọn ipo ipadanu, nibo ni Dunlap broadside de awọn atunṣe?

A) Ilu Niu Yoki
B) Ile itaja Dunlap
C) Lọndonu
D) Gbọngan Ominira Question: Lẹ́yìn tí wọ́n bá yálò ní ọjọ́ Agemo 4 wọ́n fi atọ́kùnwò rẹ̀ ti Àrẹ Kongresi Emmanuel Hankoki àti akọ̀we Ṣalsi Tomsini fọ́nsí ránṣẹ́ sí ilé ìjáde dé Dunlapi tí ò jìnà. Bíi ẹ̀dà̀ àádọ́jọ sí igba ni wọ́n se mọ́jú tí a ńpè ní “Dunlap broadsides”. John Niksoni lo ka iwe naa nigba akoko ti won maa ka ni gbangba ni ogba Hoolu Ominira ni Agemo 8. Wọ́n fi ìkan ránṣẹ́ sí George Washington ní ọjọ́ lẹ́fà oṣù kẹ́jẹ̀ẹ́, tó kàá fún àwọn ikọ̀ rẹ̀ ní New York ní kúsàn oṣù kẹ́jẹ́. Ẹ̀dà kan dé London ní kụwàá oṣù kẹjọ. Ìwọ̀n mẹ́ẹ̀dógbọ̀n ìwé fẹ̀rẹ̀gẹ̀dẹ̀ ti Dunlap èyí tí a mọ̀ wípé ó jẹ́ ẹ̀dà àkọ́kọ́lẹ̀ tó dàgbà jù tó sì wà. Àpilẹkọ̀ ẹ̀dà náà gan-an kò sí mọ́. Awọn aṣayan: C) Lọndonu","Correct Answer: Lẹ́yìn tí wọ́n bá yálò ní ọjọ́ Agemo 4 wọn fi atọ́kùnwò rẹ̀ ti Àrẹ Kongresi Johanu Hankoki àti akọ̀we Ṣalsi Tomsini fọwọ́sí ránṣẹ́ sí ilé ìtẹ̀jáde Johanu Dunlapi tí ò jìnà. Bíi ẹ̀dà̀ àádọ́jọ sí igba ni wọ́n se mọ́jú tí a ńpè ní “Dunlap broadsides”. John Niksoni lo ka iwe naa nigba akoko ti won maa ka ni gbanga ni ogba Hoolu Ominira ni Agemo 8. Wọ́n fi ìkan ránṣẹ́ sí George Washington ní ọjọ́ lẹfà oṣù kẹje, tó kàá fún àwọn ikọ̀ rẹ ní New York ní ọja kẹssàn oṣù kẹje. Ẹ̀dà kan dé London ní ọja kẹwàá oṣù kẹjọ. Ìwọ̀n mẹ́ẹ̀dógbọ̀n ìwé fẹ̀rẹ̀gẹ̀dẹ̀ ti Dunlap èyí tí a mọ̀ wípé ó jẹ́ ẹ̀dà àkọọ́lẹ̀ tó dàgbà jù tó sì wà. Àpilẹkọ̀ ẹ̀dà náà gan-an kò sí mọ́.","Idahun ti o tọ: Lẹ́yìn tí wọ́n bá yálò ní ọjọ́ Agemo 4 wọn fi atọ́kùnwò rẹ̀ ti Àrẹ Kongresi wá Hankoki àti akọ̀we Ṣalsi Tomsini fọ́sí ránṣẹ́ sí ilé ìmújáde wá Dunlapi tí ò jìnà. Bíi ẹ̀dà̀ àádọ́jọ sí igba ni wọ́n se mọ́jú tí a ńpè ní “Dunlap broadsides”. John Niksoni lo ka iwe naa nigba akoko ti won maa ka ni gbangba ni ogba Hoolu Ominira ni Agemo 8. Wọ́n fi ìkan ránṣẹ́ sí George Washington ní ọjọ́ lẹ́fà oṣù kẹ́jẹ̀ẹ́, tó kàá fún àwọn ikọ̀ rẹ̀ ní New York ní kúsàn oṣù kẹ́jẹ́. Ẹ̀dà kan dé London ní kụwàá oṣù kẹjọ. Ìwọ̀n mẹ́ẹ̀dógbọ̀n ìwé fẹ̀rẹ̀gẹ̀dẹ̀ ti Dunlap èyí tí a mọ̀ wípé ó jẹ́ ẹ̀dà àkọ́kọ́lẹ̀ tó dàgbà jù tó sì wà. Àpilẹkọ̀ ẹ̀dà náà gan-an kò sí mọ́.",multiple-choice,belebele.csv
"After reading the brief passage, identify the correct option (A, B, C, or D) that best answers the provided question. Your selection should accurately reflect the key details or message found in the passage.","Lẹ́yìn kíka ọ̀rọ̀ àyọkà ṣókí, ṣàwárí ọ̀nà tó tọ́ (A, B, C, tàbí D) tó máa dáhùn ìbéèrè tí a pèsè lọ́nà tó dára jù lọ. Aṣayan rẹ yẹ ki o ṣe afihan deede awọn alaye bọtini tabi ifiranṣẹ ti a rii ninu aye.","Short Passage: Nibo ni awọn ọmọ ogun Ọgagun Stark wa?

A) Ni opin ariwa, lẹgbẹ odi naa
B) Lori eti okun ni eti omi
C) Ni iha ariwa ila-oorun ti erekuṣu
D) Ni iwaju odi Question: Awon amunisin, nigbati won ri isele ti o sele, ti pe fun iranlowo. Àwọn ọmọ ogun tí o ń fi agbára kún lílọ síwájú pẹ̀lú ìlànà ìpín ìkíní àti ìkẹta New Hampshirs pẹ̀lú igba ọmọ ogun lábé olùsọ John Stark àti James Reed (tí àwọn méjèèjì sì padà di ọgagun nígbà tó yá. Lórí ọ̀rọ̀ àwọn amúnisìn, tó wà ní ààlà tí ó kángun ní àríwá ni àwọn ọkùnrin Stark fi ìkàlẹ̀ s. Nigbati sisan omi ya egbe kan lule ni ojusan odo Mystic lona ariwa Peninsula,ni kiakia ni won mo gegele pelu okuta ni ariwa eyiti o fori so adagun kekere kan. Gridley tàbí Stark gbé gègé bí i ìwọn ẹsẹ̀ ọgọ́rùn ún (ọgbọ̀n mítà) níwájú ósì pàṣẹ pé wọn kò gbọdọ̀ tanná títí tí òfin déédé yóó fi gùn ún. Answer Choices: A) Ni opin ariwa, lẹgbẹ odi naa","Ọrọ kukuru: Nibo ni awọn ọmọ ogun Ọgagun Stark wa?

A) Ni opin ariwa, lẹgbẹ odi naa
B) Lori eti okun ni eti omi
C) Ni iha ariwa ila-oorun ti erekuṣu
D) Ni iwaju odi Question: Awon amunisin, nigbati won ri isele ti o sele, ti pe fun iranlowo. Àwọn ọmọ ogun tí o ń fi ẹnu kún lílọ ṣíwájú pẹ̀lú ìlànà ìpín ìkíní àti ìkẹta New Hampshirs pẹ̀lú igba ọmọ ogun lábé olùṣọ John Stark àti James Reed (tí àwọn méjèèjì sì padà di ọgagun nígbà tó yá. Lórí ọ̀rọ̀ àwọn amúnisìn, tó wà ní ààlà tí ó kángun ní àríwá ni àwọn ọkùnrin Stark fi ìkàlẹ̀ s. Nigbati sisan omi ya egbe kan lule ni ojusan odo Mystic lona ariwa Peninsula,ni kiakia ni won mo gegele pelu okuta ni akọkọ eyiti o fori so adagun kekere kan. Gridley tabi Stark. gbé gègé bí i ìwọn ẹ̀gún ọ̀rùn ún (ọgbọ̀n mítà) níwájú ósì pé wọn kò gbọdọ̀ tanná títí tí òfin déédé yóó fi gùn ún. Answer Choices: A) Ni opin odi, lẹgbẹ odi naa.","Answer: Awon amunisin, nigbati won ri isele ti o sele, ti pe fun iranlowo. Àwọn ọmọ ogun tí o ń fi agbára kún lílọ síwájú pẹ̀lú ìlànà ìpín ìkíní àti ìkẹta New Hampshirs pẹ̀lú igba ọmọ ogun lábé olùsọ John Stark àti James Reed (tí àwọn méjèèjì sì padà di ọgagun nígbà tó yá. Lórí ọ̀rọ̀ àwọn amúnisìn, tó wà ní ààlà tí ó kángun ní àríwá ni àwọn ọkùnrin Stark fi ìkàlẹ̀ s. Nigbati sisan omi ya egbe kan lule ni ojusan odo Mystic lona ariwa Peninsula,ni kiakia ni won mo gegele pelu okuta ni ariwa eyiti o fori so adagun kekere kan. Gridley tàbí Stark gbé gègé bí i ìwọn ẹsẹ̀ ọgọ́rùn ún (ọgbọ̀n mítà) níwájú ósì pàṣẹ pé wọn kò gbọdọ̀ tanná títí tí òfin déédé yóó fi gùn ún.","Answer: Awon amunisin, nigbati won ri isele ti o sele, ti pe fun iranlowo. Àwọn ọmọ ogun tí o ń fi ẹnu kún lílọ ṣíwájú pẹ̀lú ìlànà ìpín ìkíní àti ìkẹta New Hampshirs pẹ̀lú igba ọmọ ogun lábé olùṣọ John Stark àti James Reed (tí àwọn méjèèjì sì padà di ọgagun nígbà tó yá. Lórí ọ̀rọ̀ àwọn amúnisìn, tó wà ní ààlà tí ó kángun ní àríwá ni àwọn ọkùnrin Stark fi ìkàlẹ̀ s. Nigbati sisan omi ya egbe kan lule ni ojusan odo Mystic lona ariwa Peninsula,ni kiakia ni won mo gegele pelu okuta ni akọkọ eyiti o fori so adagun kekere kan. Gridley tabi Stark. gbé gègé bí i ìwọn ẹ̀gún ọ̀rùn ún (ọgbọ̀n mítà) níwájú àwọn ẹni pé wọn kò gbọdọ̀ tanná títí tí òfin déédé yóó fi gùn ún.",multiple-choice,belebele.csv
